"resultDate","ipAddress","ipv6 address","country","region","city","latitude","longitude","serverId","serverName","userAgent","connectionType","ispName","ispNameRaw","download (Kbps)","upload (Kbps)","ping (ms)","jitter","testId"
"2025-10-25T00:31:18.000Z","14.175.154.0",,"Vietnam","Quang Nam Province","Điện Bàn",15.89,108.26,72434,"Tam Ky","Chrome","n/a","Vinaphone","VNPT","10993.00","4826.00",14,4,"18391864-315a-bb8d-jb8g-4dbff1deg8b9"
"2025-10-25T00:08:35.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","320384.00","297634.00",9,0,"18391824-085a-bb8d-jb8c-4aiff8aec8b9"
"2025-10-24T23:48:26.000Z",,"2001:ee0:1c0a::","Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","SAFARI","n/a","Vinaphone","VNPT","17086.00","14629.00",57,26,"18391788-722a-bb8d-jb7i-8hccc2hii7b9"
"2025-10-24T23:48:00.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","300272.00","318655.00",5,1,"18391787-923a-bb8d-jb7i-7jcdd2jhi7b9"
"2025-10-24T23:41:52.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","306072.00","296890.00",10,0,"18391776-544a-bb8d-jb7h-6feee4fgh7b9"
"2025-10-24T23:37:44.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","310718.00","297936.00",6,0,"18391769-138a-bb8d-jb7g-9bdii3bjg7b9"
"2025-10-24T23:31:00.000Z","42.1.84.0",,"Vietnam",,,16.17,107.83,72434,"Tam Ky","Chrome","n/a","MobiFone","MobiFone","20028.00","7058.00",51,7,"18391757-074a-bb8d-jb7f-7ahee7ahf7b9"
"2025-10-24T23:15:00.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","309998.00","318779.00",6,0,"18391727-829a-bb8d-jb7c-7icjj2ihc7b9"
"2025-10-24T22:32:12.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","315889.00","296466.00",6,0,"18391643-920a-bb8d-jb6e-3jcaa2jde6b9"
"2025-10-24T22:28:25.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","308092.00","319264.00",5,0,"18391636-188a-bb8d-jb6d-6biii8bgd6b9"
"2025-10-24T22:25:38.000Z","117.2.253.0",,"Vietnam","Da Nang","Da Nang",16.07,108.22,72434,"Tam Ky","CHROME","n/a","Viettel","Viettel Group","327070.00","318319.00",10,0,"18391630-434a-bb8d-jb6d-0edee3ead6b9"
